category,page,number,priority,question,answer_sha256,rendered_question_sha256,rendered_answer_sha256,chosen_source,chosen_source_topic,source_ref,source_location,source_count,zhukov_popularity
databases,docs/learn/databases.md,40,low,Что такое _«внешний ключ» (foreign key)_?,be82a0f01c07e4d9c10fc854ff99214200420b73173d53b57bbad94ac5b117cf,7ce6ba82301d92386afd28b78eee86572b1b1fad8d32210faa7045b504d446e7,be82a0f01c07e4d9c10fc854ff99214200420b73173d53b57bbad94ac5b117cf,enhorse,Базы данных,db.md,heading line 71,1,0
databases,docs/learn/databases.md,41,low,Что такое _«денормализация»_? Для чего она применяется?,9ad491ee06ba8f75e01089bcad25ba0584cd279035dae78b88accb0e1afb6d5b,8a43848368f7cf8d93fb7c7e48cb29dc288c38415e47277829c268fd40c872f2,9ad491ee06ba8f75e01089bcad25ba0584cd279035dae78b88accb0e1afb6d5b,enhorse,Базы данных,db.md,heading line 102,1,0
databases,docs/learn/databases.md,42,low,Что такое _«индексы»_? Для чего их используют? В чём заключаются их преимущества и недостатки?,828e71849cbeb2eba4c9feadf82fa2cf8802bc55b78811c448e721073b94612d,aeafcd0f3fd56505f5f956e1cb120258ad4b505a405d8f44506983bc42c35a2c,828e71849cbeb2eba4c9feadf82fa2cf8802bc55b78811c448e721073b94612d,enhorse,Базы данных,db.md,heading line 122,1,0
databases,docs/learn/databases.md,43,low,Что такое _«нормализация»_?,a8679d131eee284de0915e342f8bcd8630815cfeadcfce74a181844e12e5338f,27be9dd88ae9a3fd6ce0c03405d4a2a0b5ca59a2f5b40f64683b6fc5475c141d,a8679d131eee284de0915e342f8bcd8630815cfeadcfce74a181844e12e5338f,enhorse,Базы данных,db.md,heading line 76,1,0
databases,docs/learn/databases.md,44,low,Что такое _«первичный ключ» (primary key)_? Каковы критерии его выбора?,6508f076502f2dcd871a9e6f94454a7534156b740eecad31e8e8df7c437fcb72,59a4e8b08276ea242c9f8d8641495ce55a214fc7b0b5fa66aed985a1d716a89e,6508f076502f2dcd871a9e6f94454a7534156b740eecad31e8e8df7c437fcb72,enhorse,Базы данных,db.md,heading line 62,1,0
databases,docs/learn/databases.md,45,low,Что такое _«реляционная модель данных»_?,96eedb3a0d0fbed8c5b2d7492173a0c22def2d7f0429929b81734e707efcac41,5cd805850c12951aba4954876a1f1498eb27de3745221f65972ae25f157bc3e7,96eedb3a0d0fbed8c5b2d7492173a0c22def2d7f0429929b81734e707efcac41,enhorse,Базы данных,db.md,heading line 41,1,0
databases,docs/learn/databases.md,46,low,Что такое _«система управления базами данных»_?,cca07dcf063e99ea27d144ee8b90a58d9702feb8c486bb95dbd08b5b0081e81c,eedfaed061adab35e82c3c9a1d578f7828205764c5964b8c1a7c969a4d6f5981,cca07dcf063e99ea27d144ee8b90a58d9702feb8c486bb95dbd08b5b0081e81c,enhorse,Базы данных,db.md,heading line 29,1,0
databases,docs/learn/databases.md,47,low,Что такое _«транзакция»_?,fd432c5e613f9ab620f8f38a9e178b699712451b94a688fd047b5cec94a682ae,4a204be3d051c87c062a0602c71f468dd055f9aaf6184a97897ae2fd0d62b693,fd432c5e613f9ab620f8f38a9e178b699712451b94a688fd047b5cec94a682ae,enhorse,Базы данных,db.md,heading line 232,1,0
orm,docs/learn/orm.md,1,high,Проблема N + 1. Способы решения проблемы,9c754d9872fe44d14c8e0feead4b0604b806afd4673cbc480303dd577889c80e,1ec60438446dc4fb7518f67a87e5cb853fd280d911131a8dd7555e8710068dc9,9c754d9872fe44d14c8e0feead4b0604b806afd4673cbc480303dd577889c80e,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=13,1,20.79
orm,docs/learn/orm.md,2,medium,Что такое Proxy и для чего используется?,0ae3ade4616c87fc222376acac96908a7f666f79a4354a1d7f72414bbcf5582a,233b14dbc42b31648a712581b94bdbe131c9bdc672caebf980edf134713ef143,0ae3ade4616c87fc222376acac96908a7f666f79a4354a1d7f72414bbcf5582a,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=7,1,8.91
orm,docs/learn/orm.md,3,medium,Кэширование,0a12ec553aed98ac4c92257c1782d60e5702191bb62aec4c48bc5057f5535d38,650ba1edef67d2ca1c1be08bb66ad9d5fbdcb0c988f1b8829f8ec76aeb6979f1,0a12ec553aed98ac4c92257c1782d60e5702191bb62aec4c48bc5057f5535d38,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=10,1,6.6
orm,docs/learn/orm.md,4,medium,"Что такое Hibernate, JPA, JDBC, ORM?",bc2108e70b6424db2238bbedcb3379bd80b19a6d154bdcf15cc4268b86c04951,eddba0b012fd4b31205b4cb2128f20f2dec1f1031cd2977a52188b392beabbeb,bc2108e70b6424db2238bbedcb3379bd80b19a6d154bdcf15cc4268b86c04951,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=1,1,5.61
orm,docs/learn/orm.md,5,medium,Жизненный цикл сущности,0e7e2cf93864f0da0b6c7da6d66f28f23742db8bc31145af971cfc40be8f2449,26551d8d33082a5ce55479d7687f685c45fa95a1fc936bd8a433470e98b73782,c0ddc421a0b44f59e0bcf8732dd51e878ef22b741c57d5bb3229d5c3f99e5a0c,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=9,1,4.95
orm,docs/learn/orm.md,6,medium,LazyInitializationException,5dc3d970a137709421d79cc8b639553cbbb47ad4a2867e3bb6545066a7a58afc,d246c0c504ee468ad7caa580b2aba1c74752cbf8594294c7cd8a4c5b9dae5b40,5dc3d970a137709421d79cc8b639553cbbb47ad4a2867e3bb6545066a7a58afc,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=17,1,4.29
orm,docs/learn/orm.md,7,medium,Что такое Entity Graph?,53c258a09e8c59967aa97f2a4109614dd026fd498d8e5785f7e1d422436795ff,a5801291871e3320d2479050ffe52869524fe3ae4b9addd40bb91345c2b4f92e,53c258a09e8c59967aa97f2a4109614dd026fd498d8e5785f7e1d422436795ff,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=14,1,3.63
orm,docs/learn/orm.md,8,medium,Плюсы и минусы ORM,5a341d91995e9d0b12f788d0ac22032bdd53ef30fe1bd5273668d4c42e343c75,3b864cfbd4cf2caa50367d18ed4aefc86051253981fa772b86d9b285e238c78b,5a341d91995e9d0b12f788d0ac22032bdd53ef30fe1bd5273668d4c42e343c75,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=2,1,3.3
orm,docs/learn/orm.md,9,low,Связи между таблицами в ORM,722c4f66be156553258e6dd1100fdab5e4e0314103b6a592f7780cb685e8ff27,e1ce5f080de6525df8c61678843dc0ab1aef284c46ca27b3518f5dcdd1d0dddc,722c4f66be156553258e6dd1100fdab5e4e0314103b6a592f7780cb685e8ff27,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=16,1,2.97
orm,docs/learn/orm.md,10,low,Стратегии наследования в Hibernate,eb6648b81d5dd966ea878f0cf2360998b79eff5c1cd01ef4fec5a903fae2af53,499deea22f277c25a254fb3ea0f76932af25fd162f9a693b75a4e0c0ce6e5528,eb6648b81d5dd966ea878f0cf2360998b79eff5c1cd01ef4fec5a903fae2af53,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=26,1,2.97
orm,docs/learn/orm.md,11,low,FetchType,a908c658e58492bb5f3a37eef8585e1f2c22495670399b8404284e8d8d7de274,e10c5a162cc411c162f4e803d1908c1cfbd47f1ee4226511c0974467a23c6d1a,a908c658e58492bb5f3a37eef8585e1f2c22495670399b8404284e8d8d7de274,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=8,1,2.31
orm,docs/learn/orm.md,12,low,Hibernate. Что хранится в Persistence Context? Сколько времени объект хранится в Persistence Context?,e0226217e562877448719cc432e332a23e83441229cd558881bc979c3683ab59,34b58f5ac6d9b2561f9670b74fe02e61bb2f39a19a159b8153565b49fa066284,e0226217e562877448719cc432e332a23e83441229cd558881bc979c3683ab59,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=23,1,2.31
orm,docs/learn/orm.md,13,low,"Statement, Prepared statement, Callable statement",07831bf9e5a3adb11bd4f163904237e16f6719aaef334b677de781503cc720e1,ec83a4f48d000ce202a621354d51e710003033d6b601a9be528da0e6843caa0d,07831bf9e5a3adb11bd4f163904237e16f6719aaef334b677de781503cc720e1,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=15,1,2.31
orm,docs/learn/orm.md,14,low,Как создать Entity и что это такое?,aa97260636f465e6e7d8e74de83b38fe09098e06fc200ec1b300bd68bb5aa290,690cf24bb9023355a5e7efdbda28047a39a482842fea5bbb26943a4c4c5f0cbb,aa97260636f465e6e7d8e74de83b38fe09098e06fc200ec1b300bd68bb5aa290,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=3,1,2.31
orm,docs/learn/orm.md,15,low,EntityManager + EntityManagerFactory / SessionFactory + session,9650ff8b48ae1c3d3e42ef83a71ffd50f9b244d66df4228bf00a16df9eb97473,ceeca5a88757b4053bea0fa89d7b35753409173fc8779ff9af96c9ee20f9d427,9650ff8b48ae1c3d3e42ef83a71ffd50f9b244d66df4228bf00a16df9eb97473,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=12,1,1.98
orm,docs/learn/orm.md,16,low,"Аннотация @Query, что это такое?",1a09b9805e6c881d40ec91348ea91683beccbcc232b58f3c803937823e0682fd,1e93fb59bb4309dfc4e9e117c87707167361c990509d3c31930a8d918da83e3c,1a09b9805e6c881d40ec91348ea91683beccbcc232b58f3c803937823e0682fd,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=21,1,1.65
orm,docs/learn/orm.md,17,low,Что такое SQL-инъекция?,2db76b1397f0bd626e5b1424214fa1921badb95dcafb223eb00719236c64649e,114f6c5ec41404f22f807f3137c16263a824e763f7e60263fb81ca4b53be0160,2db76b1397f0bd626e5b1424214fa1921badb95dcafb223eb00719236c64649e,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=18,1,1.32
orm,docs/learn/orm.md,18,low,Hibernate и Lombok,555265e241a2349595552fec73228dcc656d2bbd4294c6b970c8ba1509d8a618,a4b3146a71a5d69511d7e50dc47a56864e53065793f3bf4e6607a23a6088ab9e,555265e241a2349595552fec73228dcc656d2bbd4294c6b970c8ba1509d8a618,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=24,1,0.99
orm,docs/learn/orm.md,19,low,HQL и JPQL,e33aee330e8b4b99b3b019f486bc1ceaea5d8580a63c2efde0a29aa39666ef3e,f71ca09bfc96e810b93a2710db3e9c645c425046c96095ff4d771615f92dfe5d,e33aee330e8b4b99b3b019f486bc1ceaea5d8580a63c2efde0a29aa39666ef3e,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=11,1,0.66
orm,docs/learn/orm.md,20,low,Как JPA делает запросы?,03e0ff8a684d955d0bc56aadf55b669319c3d46d0f7c5ae9300573bba46bef29,9deb92a376ad8efc1f71329e6707031eef49dc8a074981a1ff8d9ff2ad42fd12,03e0ff8a684d955d0bc56aadf55b669319c3d46d0f7c5ae9300573bba46bef29,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=25,1,0.66
orm,docs/learn/orm.md,21,low,Проблемы JOIN FETCH,11ade25907baa26ba87c83d853332347856163192d081aa2049f521ac65435c0,882876cda814c19e5410d5a9cf84190a3eed9590c636c4b88b3af24bac4e0b5b,11ade25907baa26ba87c83d853332347856163192d081aa2049f521ac65435c0,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=19,1,0.66
orm,docs/learn/orm.md,22,low,Как Hibernate генерирует SQL запросы?,92ec16d971b74d02ef60fc48d57ec86a0a6cb9525ad2289e7c1a8a5728be6d0b,55ce3a8159b0faeb1d0fef1b0d1be26c5055eb3f16e01a75592954ee89189075,92ec16d971b74d02ef60fc48d57ec86a0a6cb9525ad2289e7c1a8a5728be6d0b,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=22,1,0.33
orm,docs/learn/orm.md,23,low,Логи в Hibernate,7863ee8f3d57cf76553889021f3d18590ccef00b3acff0804905e378e8e5677c,e4990ccb7d773ced8df39e776d136df274798cb493de07a80d446610ba1a389b,7863ee8f3d57cf76553889021f3d18590ccef00b3acff0804905e378e8e5677c,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=20,1,0.33
orm,docs/learn/orm.md,24,low,Почему мы не можем использовать final классы в качестве Entity?,cb961c9c7e3526705d16e0b6b081315fa01dbd6e2e31c8ecb24a20e25ca06581,ec4b1e0a03052016196885a5d354528caa2237568817971d48727ac97f3b2549,cb961c9c7e3526705d16e0b6b081315fa01dbd6e2e31c8ecb24a20e25ca06581,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=6,1,0.33
orm,docs/learn/orm.md,25,low,Dirty checking механизм Hibernate,600ec329efb8cd4354c787a2355d323221abaacda1a8cc69479170b00910b445,632274b97d8082ae8b5a0cc97fc027352588d93b03a75e825b24ecb19707737a,600ec329efb8cd4354c787a2355d323221abaacda1a8cc69479170b00910b445,table,ДопВопросы,ДопВопросы,rows 16-16,1,0
orm,docs/learn/orm.md,26,low,Для чего нужна аннотация @Cache?,2aa63d68d1aa3166006de4e7290e89f65d3f184043a64ccccd261379495b3901,dc5a419399a86dbc8206d1a9321fc051f70259f4746d47d21954499c5db99e46,2aa63d68d1aa3166006de4e7290e89f65d3f184043a64ccccd261379495b3901,table,Hibernate,Hibernate,rows 46-46,1,0
orm,docs/learn/orm.md,27,low,Для чего нужна аннотация @Cacheable?,e1c268682b82ac1001e4b1202a086274d5c536c0a756b5fcca69b55e559730b3,4249a99811fae88becd8a84ea205f6cf8b771482397ba8831336a642d6f1244b,e1c268682b82ac1001e4b1202a086274d5c536c0a756b5fcca69b55e559730b3,table,Hibernate,Hibernate,rows 45-45,1,0
orm,docs/learn/orm.md,28,low,Для чего нужна аннотация Access?,4bbeccaaa76748f04ba78a5ca6bc8a5e427341e6bfce0cb23d966ee1abbb3c59,b22f0e4b0f32083012a258fabbae5fddacb639126fa0137eb302abb3ad85d042,4bbeccaaa76748f04ba78a5ca6bc8a5e427341e6bfce0cb23d966ee1abbb3c59,table,Hibernate,Hibernate,rows 43-44,1,0
orm,docs/learn/orm.md,29,low,Для чего нужна аннотация Basic?,7e51da32851f87798db5645997af7d1f6c712a72c9626fa67e8fb142d0e3991d,3476b79256b4e5b3cbb53d9e7cfba1160714b21ab46f05b2892e542a6259b9ab,7e51da32851f87798db5645997af7d1f6c712a72c9626fa67e8fb142d0e3991d,table,Hibernate,Hibernate,rows 39-40,1,0
orm,docs/learn/orm.md,30,low,Для чего нужна аннотация Column?,740bfb120a892210d4447c10c998ecc5bd2e97175af06c1a52bd460f373e2d08,99376e959151a91e4a3413f89279e6f0dff23da63d463129deca676cc3d837b7,740bfb120a892210d4447c10c998ecc5bd2e97175af06c1a52bd460f373e2d08,table,Hibernate,Hibernate,rows 41-42,1,0
orm,docs/learn/orm.md,31,low,Для чего нужна аннотация ID? Какие @GeneratedValue вы знаете?,999c29c21e177d51294ec46e95ae13aa87b5e7118b9bcf8f327262d8bc00a043,18d4931e3a5ae3b7c83152d896de6b081803395b83148105b8f571760c0456fd,999c29c21e177d51294ec46e95ae13aa87b5e7118b9bcf8f327262d8bc00a043,table,Hibernate,Hibernate,rows 53-55,1,0
orm,docs/learn/orm.md,32,low,Для чего нужна аннотация Transient?,352fd19fd9fd8103382d910289ef18ad75fc4b51d6d7206753293d46c3e4a7c5,8d48dbb1fb0b16ce6bdb4765630477acec223ea2ffb4d8cca4ebec1ef3ebcb2e,352fd19fd9fd8103382d910289ef18ad75fc4b51d6d7206753293d46c3e4a7c5,table,Hibernate,Hibernate,rows 65-65,1,0
orm,docs/learn/orm.md,33,low,Для чего нужны аннотации @Embedded и @Embeddable?,006735a8bc6f97c670ec56262212324144ad0abca6b1f64de7c52ed89e8d2446,f27ccfefd7ceef10e1135c3c6d05f36d03ce63fe1ec99dbc1ded7db82a44f85b,006735a8bc6f97c670ec56262212324144ad0abca6b1f64de7c52ed89e8d2446,table,Hibernate,Hibernate,rows 47-47,1,0
orm,docs/learn/orm.md,34,low,"Для чего нужны аннотации @OrderBy и @OrderColumn, чем они отличаются?",4ded370989d54dca14d2c6d27cfcfdf5fbde74688d936e40c5977c439144a7e0,b3aae34500d5be1dce583a8234c1d9e940d78db97aa044eec0d8846d5051911d,4ded370989d54dca14d2c6d27cfcfdf5fbde74688d936e40c5977c439144a7e0,table,Hibernate,Hibernate,rows 61-64,1,0
orm,docs/learn/orm.md,35,low,Как влияет операция detach на Entity объекты каждого из четырех статусов?,3a828f978f43d8adcd163c0ef6f957b684de99f2cdf370c1b6fa46c08f556969,2bbbe70e5ec6d2af702ea026ee64467cb63cc7cc2b7476c25f981b9d93335b11,3a828f978f43d8adcd163c0ef6f957b684de99f2cdf370c1b6fa46c08f556969,table,Hibernate,Hibernate,rows 38-38,1,0
orm,docs/learn/orm.md,36,low,Как влияет операция merge на Entity объекты каждого из четырех статусов?,be0e3846f16beec489fc9a4d299f3615ee082c365619c23f393bd4a5247f931a,e94a9a735240685ecf4949f46f12c3aae5a82076497596886a879386cf474dcf,be0e3846f16beec489fc9a4d299f3615ee082c365619c23f393bd4a5247f931a,table,Hibernate,Hibernate,rows 36-36,1,0
orm,docs/learn/orm.md,37,low,Как влияет операция persist на Entity объекты каждого из четырех статусов?,cf2c6445c2a2a271b8dc35dce50617c37aceae695f6bc0a70b609a1bad89306b,fbf311fbcd9889e465732683a13162f86f7ee234c34b9a6144dc956b2a4e52f1,cf2c6445c2a2a271b8dc35dce50617c37aceae695f6bc0a70b609a1bad89306b,table,Hibernate,Hibernate,rows 34-34,1,0
orm,docs/learn/orm.md,38,low,Как влияет операция refresh на Entity объекты каждого из четырех статусов?,08c0d50635dbee0815dc27ad87ef0e82fb7628e1fba6e42202b6c4fa1d86f0a4,c98fd759eac886f40479aae771e65253291de2677baf311de6f11999e2d50e78,08c0d50635dbee0815dc27ad87ef0e82fb7628e1fba6e42202b6c4fa1d86f0a4,table,Hibernate,Hibernate,rows 37-37,1,0
orm,docs/learn/orm.md,39,low,Как влияет операция remove на Entity объекты каждого из четырех статусов?,d9151436e791cf36ff9239c19bd69d39aa8b229a8a489337baebb9d930bda121,42e0e7e0c266393fea7f325204d075a7d727543cd0cd71724fc51a0c16abd0ab,d9151436e791cf36ff9239c19bd69d39aa8b229a8a489337baebb9d930bda121,table,Hibernate,Hibernate,rows 35-35,1,0
orm,docs/learn/orm.md,40,low,Как мапятся Enum'ы?,527b8242e0ca8eb2a61059f41a075e39d9eddfffa7a9179bfbf2ffc63717c7d8,8aec30affea11277a3fc333834296cbef7a6a35ead876c7bd12e143a22487606,527b8242e0ca8eb2a61059f41a075e39d9eddfffa7a9179bfbf2ffc63717c7d8,table,Hibernate,Hibernate,rows 20-22,1,0
orm,docs/learn/orm.md,41,low,Как мапятся даты (до java 8 и после)?,e8469ac19c58fb95bad2f09a3a0d6c75e56c590873580b4a013c771b37661060,86e36e0b45cf5d332c8931660cda32a8453e27394b6d647e64d2239fe38c4baf,e8469ac19c58fb95bad2f09a3a0d6c75e56c590873580b4a013c771b37661060,table,Hibernate,Hibernate,rows 23-23,1,0
orm,docs/learn/orm.md,42,low,Как работать с кешем 2 уровня?,e50e21a7d8650ea395d0736d8fcc27ed34e1d374c093268431157804ce3345ef,225e72d29e2483b1248e90c076ddaf8c9a7e7b12f6a6b7ac592946dc226d527c,e50e21a7d8650ea395d0736d8fcc27ed34e1d374c093268431157804ce3345ef,table,Hibernate,Hibernate,rows 74-76,1,0
orm,docs/learn/orm.md,43,low,Как смапить составной ключ?,976dc0124abd9c3e3fbe1a1cc878da5f01e237581c1ed230a49da9851ea55399,12d98eb61b8b5183310ec09f6b140847e4fbd2535df7c9c598424763fe3a78d7,976dc0124abd9c3e3fbe1a1cc878da5f01e237581c1ed230a49da9851ea55399,table,Hibernate,Hibernate,rows 48-52,1,0
orm,docs/learn/orm.md,44,low,Как “смапить” коллекцию примитивов?,4b1d1026a161a75aad395af171e1b3178b76db1114951110bcbed717709340f5,787c2715af9b2af52469c372e1b83d38b1a17feee6e39529d0021ce7f4a0c1cd,4b1d1026a161a75aad395af171e1b3178b76db1114951110bcbed717709340f5,table,Hibernate,Hibernate,rows 24-24,1,0
orm,docs/learn/orm.md,45,low,Какие два вида кэшей (cache) вы знаете в JPA и для чего они нужны?,06599b90ed6d0cba0a208d378975430223492853d04b4c731e3d53225246f646,977eacf032c8c87d4099a76e1bf124446bd55c5e26581ddd9512dd2cd020e162,06599b90ed6d0cba0a208d378975430223492853d04b4c731e3d53225246f646,table,Hibernate,Hibernate,rows 70-73,1,0
orm,docs/learn/orm.md,46,low,Какие два типа fetch стратегии в JPA вы знаете?,a3847029ea2b3d1010040b3948f4bc547a6b56587403237f4aa9c33d60ac488d,cfc57bc4e9fc0269cdd9ed1a6fc65dc83a656b72e919728b874c684db7bc427c,a3847029ea2b3d1010040b3948f4bc547a6b56587403237f4aa9c33d60ac488d,table,Hibernate,Hibernate,rows 32-32,1,0
orm,docs/learn/orm.md,47,low,Какие есть виды связей?,64e9c4b4c45357d66e558c829c472f5924a2735180d3b057712a1cbc80714a85,39c01fdffc0d286a7d401cced8a55a08968c957baf6f2447d701cc02fa4e5cff,64e9c4b4c45357d66e558c829c472f5924a2735180d3b057712a1cbc80714a85,table,Hibernate,Hibernate,rows 25-27,1,0
orm,docs/learn/orm.md,48,low,Какие три типа стратегий наследования мапинга (Inheritance Mapping Strategies) описаны в JPA?,f608a54393b1bfa7fc905e4aca52c34efa6c831f55d082f971460fc917bb7d2c,eb4c4a97bb18dc8f0680ac40d3f5f8309bd692c5bf2a7b36e2443281138a4d38,f608a54393b1bfa7fc905e4aca52c34efa6c831f55d082f971460fc917bb7d2c,table,Hibernate,Hibernate,rows 17-19,1,0
orm,docs/learn/orm.md,49,low,Какие четыре статуса жизненного цикла Entity объекта (Entity Instance’s Life Cycle) вы можете перечислить?,b028d1d46613e632bcc2d325745b6c212604416aa4b4cf4bc85ae833d66ec48c,0df5bd0a542c95c22652afbc95275b3d134da7081c454b91e31c33de033abd0b,b028d1d46613e632bcc2d325745b6c212604416aa4b4cf4bc85ae833d66ec48c,table,Hibernate,Hibernate,rows 33-33,1,0
orm,docs/learn/orm.md,50,low,Какие шесть видов блокировок (lock) описаны в спецификации JPA (или какие есть значения у enum LockModeType в JPA)?,7d66cdf8fa9e6584be17ee9695590e5c85859002cde5030a897d4f942feeaa24,b84351837335b33229964f9e92e59ac0def1b9e360831e842b8975aca082af3a,7d66cdf8fa9e6584be17ee9695590e5c85859002cde5030a897d4f942feeaa24,table,Hibernate,Hibernate,rows 66-69,1,0
orm,docs/learn/orm.md,51,low,Каким условиям должен удовлетворять класс чтобы являться Entity?,786ea840a524c84587e49074eb1100ddde3345cd452dd7573de233a02a329951,fd41674a13d399903191e1710475577a3afccd6c7fce40084a6d0678fcd58455,786ea840a524c84587e49074eb1100ddde3345cd452dd7573de233a02a329951,table,Hibernate,Hibernate,rows 6-7,1,0
orm,docs/learn/orm.md,52,low,Может ли Entity класс наследоваться от других Entity классов?,d389ac82093740207d5bd07289c9ef88e91338c6276118bb0bf4670d5c675327,59083363c8320e8bbcac016181c37b01affb2b6912b0be937d8be6a0ef59cc3a,d389ac82093740207d5bd07289c9ef88e91338c6276118bb0bf4670d5c675327,table,Hibernate,Hibernate,rows 10-10,1,0
orm,docs/learn/orm.md,53,low,Может ли Entity класс наследоваться от не Entity классов (non-entity classes)?,d389ac82093740207d5bd07289c9ef88e91338c6276118bb0bf4670d5c675327,930ee66c4dfb3470ba389c119a787785e3e63a0bcfa1f4196ea9b0108489a3d2,d389ac82093740207d5bd07289c9ef88e91338c6276118bb0bf4670d5c675327,table,Hibernate,Hibernate,rows 9-9,1,0
orm,docs/learn/orm.md,54,low,Может ли Entity наследоваться от других Entity классов?,93e6073f9005224b87428f26194784deb52ed7c12da309105f100db2b2a06299,1ea59022621576d8f90d16b0d8f32fb365c1ae9831c230c3cef4ed4c5c3acc50,93e6073f9005224b87428f26194784deb52ed7c12da309105f100db2b2a06299,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=5,1,0.0
orm,docs/learn/orm.md,55,low,Может ли Entity наследоваться от не-Entity классов?,93e6073f9005224b87428f26194784deb52ed7c12da309105f100db2b2a06299,bc885c6ce35cd272a444fd6b916ee2bb892a820f6ae4444b5f570bfb8dd8c773,93e6073f9005224b87428f26194784deb52ed7c12da309105f100db2b2a06299,zhukov,ORM,data/tech-questions/data-management/orm.toml,questions.id=4,1,0.0
orm,docs/learn/orm.md,56,low,Может ли абстрактный класс быть Entity?,a4dc1efc298a989c594dff4ee2f84423d98edbe5d1f995055d541a8f927491e7,4a7b189665e40b8f2227baeebef69d9ad6edb6f37e42b1b9b1c57560fa1db277,a4dc1efc298a989c594dff4ee2f84423d98edbe5d1f995055d541a8f927491e7,table,Hibernate,Hibernate,rows 8-8,1,0
orm,docs/learn/orm.md,57,low,Может ли не Entity класс наследоваться от Entity класса?,d389ac82093740207d5bd07289c9ef88e91338c6276118bb0bf4670d5c675327,61e0c9ea51196ed07c14103c70e8cac6436a4d5ecb1f335290e87a93a6eaf9fc,d389ac82093740207d5bd07289c9ef88e91338c6276118bb0bf4670d5c675327,table,Hibernate,Hibernate,rows 11-11,1,0
orm,docs/learn/orm.md,58,low,различия между Repository и DAO:,1e2e1766e35776fb9e2395b4cbd92170ddcecd542982788e804e9f2923f68b00,1b326ba40d8ff9151a2a835eda164ee764658b1aa6abd9bd576ac298c07d8de4,1e2e1766e35776fb9e2395b4cbd92170ddcecd542982788e804e9f2923f68b00,table,ДопВопросы,ДопВопросы,rows 37-37,1,0
orm,docs/learn/orm.md,59,low,Разница между PERSIST и MERGE?,d16e20636e4c8ef7381e2e5f2db97d8add068e8beb48473ea5225d9ec0d168d8,a739d8a57b12306374ba188bed64006a29e2b0391550b03c3adb5a0097bb54f1,d16e20636e4c8ef7381e2e5f2db97d8add068e8beb48473ea5225d9ec0d168d8,table,Hibernate,Hibernate,rows 31-31,1,0
orm,docs/learn/orm.md,60,low,Расскажите про аннотации @JoinColumn и @JoinTable? Где и для чего они используются?,1467c41d470ed565defdf83ad02a867cb82cd52d25dcf5c7d71edc3345e2dc38,63385ffe4f1e31ae07d278e632c16ace9eb8302e382a7739b80166bb34480251,1467c41d470ed565defdf83ad02a867cb82cd52d25dcf5c7d71edc3345e2dc38,table,Hibernate,Hibernate,rows 56-60,1,0
orm,docs/learn/orm.md,61,low,Расскажите про проблему N+1 Select и путях ее решения.,7a0854bd4761fd297e6caff4a48688f9b8e29e4ff5f0b107e60dc0c8facdfd19,0d2ee5b86af4389c4c2f60855b19c525122af07a7cbb82321c41e972dfa3591b,06ef9f39b3b77f2ed125ad47f7a9124f5d603dbc95c7dafcbe1993960d4bf030,table,Hibernate,Hibernate,rows 82-87,1,0
orm,docs/learn/orm.md,62,low,Что такое Criteria API и для чего он используется?,2d37f4e9137089b92395e2036342b9e2dde05c46f5ebf66f40e89abbb310958c,6bf676b7a13243368eb22bdb367b4ebd5c78f7314c7a64716895bf893c84f6f2,2d37f4e9137089b92395e2036342b9e2dde05c46f5ebf66f40e89abbb310958c,table,Hibernate,Hibernate,rows 80-81,1,0
orm,docs/learn/orm.md,63,low,Что такое EntityManager?,92c3158ab5c8f94a81c45baaef3e8e123e87aded2ec4f887381f53e5e92c8c13,a2ba64dd5e5345ea5253737a942249739b508eea3c9035a7a47276c7df92c07f,92c3158ab5c8f94a81c45baaef3e8e123e87aded2ec4f887381f53e5e92c8c13,table,Hibernate,Hibernate,rows 4-5,1,0
